_id,operator_registration_number,postal_code,ward_number,ward_name
1812404,STR-2208-HRJBHK,M1G,24.0,Scarborough-Guildwood
1812405,STR-2208-HYQBHL,M3J,7.0,Humber River-Black Creek
1812406,STR-2208-JGWBHM,M4W,11.0,University-Rosedale
1812407,STR-2208-FDZVHB,M4E,19.0,Beaches-East York
1812408,STR-2208-FMGVHC,M3J,7.0,Humber River-Black Creek
1812409,STR-2208-FVMVHD,M2H,17.0,Don Valley North
1812410,STR-2208-GCTVHF,M5S,11.0,University-Rosedale
1812411,STR-2208-GKZVHG,M3B,15.0,Don Valley West
1812412,STR-2208-GTGVHH,M5V,10.0,Spadina-Fort York
1812413,STR-2208-HRZVHL,M3J,6.0,York Centre
1812414,STR-2208-HZGVHM,M6J,10.0,Spadina-Fort York
1812415,STR-2208-FFRHHB,M5V,10.0,Spadina-Fort York
1812416,STR-2208-FMXHHC,M3C,16.0,Don Valley East
1812417,STR-2208-FWDHHD,M2M,18.0,Willowdale
1812418,STR-2208-GDKHHF,M5V,10.0,Spadina-Fort York
1812419,STR-2208-GTXHHH,M6S,4.0,Parkdale-High Park
1812420,STR-2208-HCDHHJ,M5V,10.0,Spadina-Fort York
1812421,STR-2208-HSRHHL,M1W,22.0,Scarborough-Agincourt
1812422,STR-2208-HZXHHM,M6N,5.0,York South-Weston
1812423,STR-2208-FWTVHD,M6J,10.0,Spadina-Fort York
1812424,STR-2208-GDZVHF,M5V,10.0,Spadina-Fort York
1812425,STR-2208-GMGVHG,M6R,4.0,Parkdale-High Park
1812426,STR-2208-GVMVHH,M1K,20.0,Scarborough Southwest
1812427,STR-2208-HCTVHJ,M6G,11.0,University-Rosedale
1812428,STR-2208-HKZVHK,M4Y,13.0,Toronto Centre
1812429,STR-2208-HTGVHL,M5V,10.0,Spadina-Fort York
1812430,STR-2208-JBMVHM,M5J,10.0,Spadina-Fort York
1812431,STR-2208-FQDHHC,M3J,7.0,Humber River-Black Creek
1812432,STR-2208-FXKHHD,M1L,20.0,Scarborough Southwest
1812433,STR-2208-GFRHHF,M1T,22.0,Scarborough-Agincourt
1812434,STR-2208-GMXHHG,M6M,5.0,York South-Weston
1812435,STR-2208-HDKHHJ,M6J,11.0,University-Rosedale
1812436,STR-2208-HLRHHK,M2J,17.0,Don Valley North
1812437,STR-2208-HTXHHL,M4J,14.0,Toronto-Danforth
1812438,STR-2208-JCDHHM,M5V,10.0,Spadina-Fort York
1812439,STR-2208-FHMVHB,M5M,8.0,Eglinton-Lawrence
1812440,STR-2208-FQTVHC,M4B,20.0,Scarborough Southwest
1812441,STR-2208-GGGVHF,M6J,10.0,Spadina-Fort York
1812442,STR-2208-GPMVHG,M6K,10.0,Spadina-Fort York
1812443,STR-2208-GWTVHH,M4C,19.0,Beaches-East York
1812444,STR-2208-HDZVHJ,M6C,12.0,Toronto-St. Paul's
1812445,STR-2208-HMGVHK,M2J,17.0,Don Valley North
1812446,STR-2208-HVMVHL,M5V,10.0,Spadina-Fort York
1812447,STR-2208-JCTVHM,M9B,3.0,Etobicoke-Lakeshore
1812448,STR-2208-FJDHHB,M3C,16.0,Don Valley East
1812449,STR-2208-FRKHHC,M4X,13.0,Toronto Centre
1812450,STR-2208-FYRHHD,M5V,10.0,Spadina-Fort York
1812451,STR-2208-GXKHHH,M5J,10.0,Spadina-Fort York
1812452,STR-2208-HFRHHJ,M4Y,13.0,Toronto Centre
1812453,STR-2208-HMXHHK,M5A,13.0,Toronto Centre
1812454,STR-2208-HWDHHL,M5G,11.0,University-Rosedale
1812455,STR-2208-FJTVHB,M6G,11.0,University-Rosedale
1812456,STR-2208-FRZVHC,M4Y,13.0,Toronto Centre
1812457,STR-2208-FZGVHD,M5S,13.0,Toronto Centre
1812458,STR-2208-GHMVHF,M5J,10.0,Spadina-Fort York
1812459,STR-2208-GQTVHG,M5V,10.0,Spadina-Fort York
1812460,STR-2208-GXZVHH,M5V,10.0,Spadina-Fort York
1812461,STR-2208-HGGVHJ,M4S,12.0,Toronto-St. Paul's
1812462,STR-2208-FSRHHC,M2N,18.0,Willowdale
1812463,STR-2208-GJDHHF,M2K,17.0,Don Valley North
1812464,STR-2208-GRKHHG,M4R,8.0,Eglinton-Lawrence
1812465,STR-2208-GYRHHH,M5J,10.0,Spadina-Fort York
1812466,STR-2208-HGXHHJ,M6P,9.0,Davenport
1812467,STR-2208-HQDHHK,M6S,4.0,Parkdale-High Park
1812468,STR-2208-HXKHHL,M2N,18.0,Willowdale
1812469,STR-2208-JFRHHM,M5V,10.0,Spadina-Fort York
1812470,STR-2208-FKZVHB,M8Y,3.0,Etobicoke-Lakeshore
1812471,STR-2208-FTGVHC,M4W,11.0,University-Rosedale
1812472,STR-2208-GJTVHF,M5S,11.0,University-Rosedale
1812473,STR-2208-GZGVHH,M2M,18.0,Willowdale
1812474,STR-2208-HHMVHJ,M1B,25.0,Scarborough-Rouge Park
1812475,STR-2208-HQTVHK,M6G,11.0,University-Rosedale
1812476,STR-2208-HXZVHL,M5J,10.0,Spadina-Fort York
1812477,STR-2208-JGGVHM,M9A,2.0,Etobicoke Centre
1812478,STR-2208-FLRHHB,M1R,21.0,Scarborough Centre
1812479,STR-2208-FTXHHC,M5V,10.0,Spadina-Fort York
1812480,STR-2208-GCDHHD,M1E,24.0,Scarborough-Guildwood
1812481,STR-2208-GKKHHF,M5V,10.0,Spadina-Fort York
1812482,STR-2208-GZXHHH,M1P,21.0,Scarborough Centre
1812483,STR-2208-HJDHHJ,M6K,4.0,Parkdale-High Park
1812484,STR-2208-HRKHHK,M1R,21.0,Scarborough Centre
1812485,STR-2208-HYRHHL,M6P,4.0,Parkdale-High Park
1812486,STR-2208-JGXHHM,M1K,20.0,Scarborough Southwest
1812487,STR-2208-FFCBHB,M9N,5.0,York South-Weston
1812488,STR-2208-FMJBHC,M5V,10.0,Spadina-Fort York
1812489,STR-2208-GLCBHG,M6K,4.0,Parkdale-High Park
1812490,STR-2208-GTJBHH,M1S,23.0,Scarborough North
1812491,STR-2208-HBQBHJ,M4L,19.0,Beaches-East York
1812492,STR-2208-HJWBHK,M4X,13.0,Toronto Centre
1812493,STR-2208-HSCBHL,M5V,10.0,Spadina-Fort York
1812494,STR-2208-HZJBHM,M2K,17.0,Don Valley North
1812495,STR-2208-FFSPHB,M2N,18.0,Willowdale
1812496,STR-2208-FMYPHC,M1W,22.0,Scarborough-Agincourt
1812497,STR-2208-FWFPHD,M6J,9.0,Davenport
1812498,STR-2208-GLSPHG,M5J,10.0,Spadina-Fort York
1812499,STR-2208-HCFPHJ,M8Y,3.0,Etobicoke-Lakeshore
1812500,STR-2208-HKLPHK,M8V,3.0,Etobicoke-Lakeshore
1812501,STR-2208-HZYPHM,M9M,7.0,Humber River-Black Creek
1812502,STR-2208-FGJBHB,M4L,14.0,Toronto-Danforth
1812503,STR-2208-FWWBHD,M5J,10.0,Spadina-Fort York
1812504,STR-2208-GFCBHF,M6E,9.0,Davenport
1812505,STR-2208-GMJBHG,M5V,10.0,Spadina-Fort York
1812506,STR-2208-HCWBHJ,M6H,9.0,Davenport
1812507,STR-2209-HLCBHK,M9C,2.0,Etobicoke Centre
1812508,STR-2209-HTJBHL,M1W,22.0,Scarborough-Agincourt
1812509,STR-2209-JBQBHM,M6K,10.0,Spadina-Fort York
1812510,STR-2209-FGYPHB,M5V,10.0,Spadina-Fort York
1812511,STR-2209-FQFPHC,M4J,14.0,Toronto-Danforth
1812512,STR-2209-FXLPHD,M9B,2.0,Etobicoke Centre
1812513,STR-2209-GFSPHF,M9W,1.0,Etobicoke North
1812514,STR-2209-GMYPHG,M6K,4.0,Parkdale-High Park
1812515,STR-2209-GWFPHH,M5V,10.0,Spadina-Fort York
1812516,STR-2209-HLSPHK,M5B,13.0,Toronto Centre
1812517,STR-2209-FHQBHB,M5V,10.0,Spadina-Fort York
1812518,STR-2209-FYCBHD,M6N,5.0,York South-Weston
1812519,STR-2209-GGJBHF,M9W,1.0,Etobicoke North
1812520,STR-2209-GPQBHG,M6K,4.0,Parkdale-High Park
1812521,STR-2209-GWWBHH,M5A,13.0,Toronto Centre
1812522,STR-2209-HFCBHJ,M5E,10.0,Spadina-Fort York
1812523,STR-2209-HMJBHK,M4M,14.0,Toronto-Danforth
1812524,STR-2209-HVQBHL,M2N,18.0,Willowdale
1812525,STR-2209-JCWBHM,M5J,10.0,Spadina-Fort York
1812526,STR-2209-FJFPHB,M6K,4.0,Parkdale-High Park
1812527,STR-2209-FRLPHC,M6G,12.0,Toronto-St. Paul's
1812528,STR-2209-FYSPHD,M4Y,13.0,Toronto Centre
1812529,STR-2209-GGYPHF,M5R,11.0,University-Rosedale
1812530,STR-2209-GQFPHG,M5V,10.0,Spadina-Fort York
1812531,STR-2209-GXLPHH,M6J,9.0,Davenport
1812532,STR-2209-HMYPHK,M4Y,13.0,Toronto Centre
1812533,STR-2209-HWFPHL,M6A,8.0,Eglinton-Lawrence
1812534,STR-2209-FJWBHB,M4C,19.0,Beaches-East York
1812535,STR-2209-GHQBHF,M4M,14.0,Toronto-Danforth
1812536,STR-2209-GQWBHG,M4M,14.0,Toronto-Danforth
1812537,STR-2209-GYCBHH,M2N,18.0,Willowdale
1812538,STR-2209-HGJBHJ,M5S,13.0,Toronto Centre
1812539,STR-2209-HPQBHK,M3K,6.0,York Centre
1812540,STR-2209-HWWBHL,M5E,10.0,Spadina-Fort York
1812541,STR-2209-JFCBHM,M5V,10.0,Spadina-Fort York
1812542,STR-2209-FSSPHC,M6K,10.0,Spadina-Fort York
1812543,STR-2209-FZYPHD,M6K,4.0,Parkdale-High Park
1812544,STR-2209-GJFPHF,M5P,12.0,Toronto-St. Paul's
1812545,STR-2209-GRLPHG,M4M,14.0,Toronto-Danforth
1812546,STR-2209-GYSPHH,M6K,10.0,Spadina-Fort York
1812547,STR-2209-HGYPHJ,M5E,13.0,Toronto Centre
1812548,STR-2209-FVRHHD,M5J,10.0,Spadina-Fort York
1812549,STR-2209-HQFPHK,M5V,10.0,Spadina-Fort York
1812550,STR-2209-HXLPHL,M5R,11.0,University-Rosedale
1812551,STR-2209-JFSPHM,M6J,10.0,Spadina-Fort York
1812552,STR-2209-FTJBHC,M5J,10.0,Spadina-Fort York
1812553,STR-2209-GSCBHG,M9W,1.0,Etobicoke North
1812554,STR-2209-GZJBHH,M5V,10.0,Spadina-Fort York
1812555,STR-2209-HHQBHJ,M5A,13.0,Toronto Centre
1812556,STR-2209-HQWBHK,M5V,10.0,Spadina-Fort York
1812557,STR-2209-FLSPHB,M4C,19.0,Beaches-East York
1812558,STR-2209-FTYPHC,M3J,7.0,Humber River-Black Creek
1812559,STR-2209-GCFPHD,M4W,13.0,Toronto Centre
1812560,STR-2209-GKLPHF,M1T,22.0,Scarborough-Agincourt
1812561,STR-2209-GZYPHH,M1E,24.0,Scarborough-Guildwood
1812562,STR-2209-HJFPHJ,M5V,10.0,Spadina-Fort York
1812563,STR-2209-HRLPHK,M4M,14.0,Toronto-Danforth
1812564,STR-2209-HYSPHL,M6P,4.0,Parkdale-High Park
1812565,STR-2209-FFDHHB,M5V,10.0,Spadina-Fort York
1812566,STR-2209-FMKHHC,M4J,14.0,Toronto-Danforth
1812567,STR-2209-GCXHHF,M5V,10.0,Spadina-Fort York
1812568,STR-2209-GLDHHG,M4R,8.0,Eglinton-Lawrence
1812569,STR-2209-GTKHHH,M3J,6.0,York Centre
1812570,STR-2209-HBRHHJ,M1C,25.0,Scarborough-Rouge Park
1812571,STR-2209-HJXHHK,M5J,10.0,Spadina-Fort York
1812572,STR-2209-HZKHHM,M8Z,3.0,Etobicoke-Lakeshore
1812573,STR-2209-FFTVHB,M1L,20.0,Scarborough Southwest
1812574,STR-2209-FMZVHC,M6C,12.0,Toronto-St. Paul's
1812575,STR-2209-FWGVHD,M1X,23.0,Scarborough North
1812576,STR-2209-GDMVHF,M3M,6.0,York Centre
1812577,STR-2209-GTZVHH,M6G,11.0,University-Rosedale
1812578,STR-2209-HKMVHK,M6H,9.0,Davenport
1812579,STR-2209-HZZVHM,M5J,10.0,Spadina-Fort York
1812580,STR-2209-FGKHHB,M5V,10.0,Spadina-Fort York
1812581,STR-2209-FPRHHC,M4L,14.0,Toronto-Danforth
1812582,STR-2209-GMKHHG,M5V,10.0,Spadina-Fort York
1812583,STR-2209-GVRHHH,M5V,10.0,Spadina-Fort York
1812584,STR-2209-HCXHHJ,M3B,15.0,Don Valley West
1812585,STR-2209-HGZVHJ,M4M,14.0,Toronto-Danforth
1812586,STR-2209-HLDHHK,M4Y,11.0,University-Rosedale
1812587,STR-2209-HTKHHL,M5J,10.0,Spadina-Fort York
1812588,STR-2209-JBRHHM,M5V,10.0,Spadina-Fort York
1812589,STR-2209-FGZVHB,M5V,10.0,Spadina-Fort York
1812590,STR-2209-FXMVHD,M8W,3.0,Etobicoke-Lakeshore
1812591,STR-2209-GFTVHF,M5A,10.0,Spadina-Fort York
1812592,STR-2209-GWGVHH,M6G,11.0,University-Rosedale
1812593,STR-2209-HLTVHK,M5S,13.0,Toronto Centre
1812594,STR-2209-HTZVHL,M2N,18.0,Willowdale
1812595,STR-2209-JCGVHM,M5V,10.0,Spadina-Fort York
1812596,STR-2209-FHRHHB,M6K,10.0,Spadina-Fort York
1812597,STR-2209-FQXHHC,M9P,2.0,Etobicoke Centre
1812598,STR-2209-GGKHHF,M5A,13.0,Toronto Centre
1812599,STR-2209-GPRHHG,M6J,10.0,Spadina-Fort York
1812600,STR-2209-GWXHHH,M5T,11.0,University-Rosedale
1812601,STR-2209-HFDHHJ,M2H,17.0,Don Valley North
1812602,STR-2209-HMKHHK,M5V,10.0,Spadina-Fort York
1812603,STR-2209-HVRHHL,M4C,19.0,Beaches-East York
1812604,STR-2209-JCXHHM,M4E,19.0,Beaches-East York
1812605,STR-2209-GGZVHF,M6H,9.0,Davenport
1812606,STR-2209-GQGVHG,M2K,17.0,Don Valley North
1812607,STR-2209-GXMVHH,M6J,10.0,Spadina-Fort York
1812608,STR-2209-HFTVHJ,M5V,10.0,Spadina-Fort York
1812609,STR-2209-HMZVHK,M6J,10.0,Spadina-Fort York
1812610,STR-2209-HWGVHL,M9B,2.0,Etobicoke Centre
1812611,STR-2209-JDMVHM,M6M,5.0,York South-Weston
1812612,STR-2209-FJXHHB,M5V,10.0,Spadina-Fort York
1812613,STR-2209-FZKHHD,M6J,11.0,University-Rosedale
1812614,STR-2209-GHRHHF,M5V,10.0,Spadina-Fort York
1812615,STR-2209-GQXHHG,M8Y,3.0,Etobicoke-Lakeshore
1812616,STR-2209-GYDHHH,M5V,10.0,Spadina-Fort York
1812617,STR-2209-HGKHHJ,M8W,3.0,Etobicoke-Lakeshore
1812618,STR-2209-HPRHHK,M5V,10.0,Spadina-Fort York
1812619,STR-2209-HWXHHL,M1R,21.0,Scarborough Centre
1812620,STR-2209-FKMVHB,M5V,10.0,Spadina-Fort York
1812621,STR-2209-FSTVHC,M6K,10.0,Spadina-Fort York
1812622,STR-2209-GJGVHF,M6N,5.0,York South-Weston
1812623,STR-2209-GRMVHG,M1M,20.0,Scarborough Southwest
1812624,STR-2209-GYTVHH,M9P,2.0,Etobicoke Centre
1812625,STR-2209-HQGVHK,M1T,22.0,Scarborough-Agincourt
1812626,STR-2209-HXMVHL,M1V,23.0,Scarborough North
1812627,STR-2209-FLDHHB,M5E,10.0,Spadina-Fort York
1812628,STR-2209-FTKHHC,M5V,10.0,Spadina-Fort York
1812629,STR-2209-GBRHHD,M4Y,13.0,Toronto Centre
1812630,STR-2209-GJXHHF,M5G,11.0,University-Rosedale
1812631,STR-2209-GSDHHG,M1M,20.0,Scarborough Southwest
1812632,STR-2209-GZKHHH,M3B,16.0,Don Valley East
1812633,STR-2209-HHRHHJ,M3K,6.0,York Centre
1812634,STR-2209-JGKHHM,M9B,3.0,Etobicoke-Lakeshore
1812635,STR-2209-FLTVHB,M5V,10.0,Spadina-Fort York
1812636,STR-2209-FTZVHC,M4X,13.0,Toronto Centre
1812637,STR-2209-GCGVHD,M1P,21.0,Scarborough Centre
1812638,STR-2209-HSFRVL,M5A,13.0,Toronto Centre
1812639,STR-2209-GKMVHF,M5V,10.0,Spadina-Fort York
1812640,STR-2209-GSTVHG,M4P,15.0,Don Valley West
1812641,STR-2209-GZZVHH,M4L,14.0,Toronto-Danforth
1812642,STR-2209-HJGVHJ,M5T,10.0,Spadina-Fort York
1812643,STR-2209-HRMVHK,M9R,1.0,Etobicoke North
1812644,STR-2209-HYTVHL,M9B,2.0,Etobicoke Centre
1812645,STR-2209-JGZVHM,M2J,17.0,Don Valley North
1812646,STR-2209-FVCDVD,M5A,13.0,Toronto Centre
1812647,STR-2209-GCJDVF,M4C,19.0,Beaches-East York
1812648,STR-2209-GSWDVH,M5A,13.0,Toronto Centre
1812649,STR-2209-HJJDVK,M6N,9.0,Davenport
1812650,STR-2209-HRQDVL,M6J,9.0,Davenport
1812651,STR-2209-FFFRVB,M6J,9.0,Davenport
1812652,STR-2209-FVSRVD,M8V,3.0,Etobicoke-Lakeshore
1812653,STR-2209-HBSRVJ,M1G,24.0,Scarborough-Guildwood
1812654,STR-2209-HJYRVK,M2J,17.0,Don Valley North
1812655,STR-2209-HZLRVM,M9B,3.0,Etobicoke-Lakeshore
1812656,STR-2209-FFWDVB,M4X,13.0,Toronto Centre
1812657,STR-2209-FPCDVC,M5V,10.0,Spadina-Fort York
1812658,STR-2209-FWJDVD,M5V,10.0,Spadina-Fort York
1812659,STR-2209-GDQDVF,M9A,2.0,Etobicoke Centre
1812660,STR-2209-GLWDVG,M9C,2.0,Etobicoke Centre
1812661,STR-2209-GVCDVH,M6K,9.0,Davenport
1812662,STR-2209-HCJDVJ,M6K,9.0,Davenport
1812663,STR-2209-HKQDVK,M5V,10.0,Spadina-Fort York
1812664,STR-2209-HSWDVL,M4L,19.0,Beaches-East York
1812665,STR-2209-JBCDVM,M5V,10.0,Spadina-Fort York
1812666,STR-2209-FGLRVB,M6J,10.0,Spadina-Fort York
1812667,STR-2209-FPSRVC,M4X,13.0,Toronto Centre
1812668,STR-2209-FWYRVD,M5S,11.0,University-Rosedale
1812669,STR-2209-GMLRVG,M4L,14.0,Toronto-Danforth
1812670,STR-2209-GVSRVH,M4E,19.0,Beaches-East York
1812671,STR-2209-HCYRVJ,M8W,3.0,Etobicoke-Lakeshore
1812672,STR-2209-HLFRVK,M4L,19.0,Beaches-East York
1812673,STR-2209-HTLRVL,M6K,4.0,Parkdale-High Park
1812674,STR-2209-FQJDVC,M5J,10.0,Spadina-Fort York
1812675,STR-2209-GFWDVF,M6P,9.0,Davenport
1812676,STR-2209-GPCDVG,M4G,15.0,Don Valley West
1812677,STR-2209-GWJDVH,M4L,19.0,Beaches-East York
1812678,STR-2209-HVCDVL,M5V,10.0,Spadina-Fort York
1812679,STR-2209-JCJDVM,M6K,9.0,Davenport
1812680,STR-2209-FHSRVB,M1P,21.0,Scarborough Centre
1812681,STR-2209-GGLRVF,M5R,11.0,University-Rosedale
1812682,STR-2209-GPSRVG,M5B,13.0,Toronto Centre
1812683,STR-2209-GWYRVH,M6H,9.0,Davenport
1812684,STR-2209-HFFRVJ,M1K,20.0,Scarborough Southwest
1812685,STR-2209-HMLRVK,M4Y,13.0,Toronto Centre
1812686,STR-2209-HVSRVL,M4M,14.0,Toronto-Danforth
1812687,STR-2209-JCYRVM,M5R,12.0,Toronto-St. Paul's
1812688,STR-2209-FJJDVB,M4J,14.0,Toronto-Danforth
1812689,STR-2209-FRQDVC,M5V,10.0,Spadina-Fort York
1812690,STR-2209-GQJDVG,M1E,24.0,Scarborough-Guildwood
1812691,STR-2209-GXQDVH,M4L,19.0,Beaches-East York
1812692,STR-2209-HFWDVJ,M2N,18.0,Willowdale
1812693,STR-2209-HWJDVL,M2N,18.0,Willowdale
1812694,STR-2209-JDQDVM,M5R,11.0,University-Rosedale
1812695,STR-2209-FJYRVB,M9N,5.0,York South-Weston
1812696,STR-2209-FSFRVC,M5V,10.0,Spadina-Fort York
1812697,STR-2209-FZLRVD,M1M,20.0,Scarborough Southwest
1812698,STR-2209-GHSRVF,M9W,1.0,Etobicoke North
1812699,STR-2209-GQYRVG,M5A,10.0,Spadina-Fort York
1812700,STR-2209-GYFRVH,M6H,9.0,Davenport
1812701,STR-2209-HPSRVK,M2R,18.0,Willowdale
1812702,STR-2209-HWYRVL,M2N,18.0,Willowdale
1812703,STR-2209-FSWDVC,M1L,20.0,Scarborough Southwest
1812704,STR-2209-GRQDVG,M6J,9.0,Davenport
1812705,STR-2209-GYWDVH,M9B,2.0,Etobicoke Centre
1812706,STR-2209-HHCDVJ,M9V,1.0,Etobicoke North
1812707,STR-2209-HQJDVK,M4W,11.0,University-Rosedale
1812708,STR-2209-HXQDVL,M4L,19.0,Beaches-East York
1812709,STR-2209-JFWDVM,M4C,19.0,Beaches-East York
1812710,STR-2209-FLFRVB,M1E,25.0,Scarborough-Rouge Park
1812711,STR-2209-GJYRVF,M6S,4.0,Parkdale-High Park
1812712,STR-2209-GSFRVG,M5V,10.0,Spadina-Fort York
1812713,STR-2209-GZLRVH,M4H,15.0,Don Valley West
1812714,STR-2209-HHSRVJ,M5A,13.0,Toronto Centre
1812715,STR-2209-HQYRVK,M6G,11.0,University-Rosedale
1812716,STR-2209-JGLRVM,M5V,10.0,Spadina-Fort York
1812717,STR-2209-FDRKVB,M4K,14.0,Toronto-Danforth
1812718,STR-2209-FLXKVC,M4Y,13.0,Toronto Centre
1812719,STR-2209-FVDKVD,M5T,10.0,Spadina-Fort York
1812720,STR-2209-GCKKVF,M5V,10.0,Spadina-Fort York
1812721,STR-2209-GKRKVG,M9N,5.0,York South-Weston
1812722,STR-2209-GSXKVH,M8W,3.0,Etobicoke-Lakeshore
1812723,STR-2209-HBDKVJ,M4Y,13.0,Toronto Centre
1812724,STR-2209-HJKKVK,M5V,10.0,Spadina-Fort York
1812725,STR-2209-HRRKVL,M4L,14.0,Toronto-Danforth
1812726,STR-2209-HYXKVM,M5V,10.0,Spadina-Fort York
1812727,STR-2209-FFGXVB,M5V,10.0,Spadina-Fort York
1812728,STR-2209-FVTXVD,M6B,8.0,Eglinton-Lawrence
1812729,STR-2209-GCZXVF,M5J,10.0,Spadina-Fort York
1812730,STR-2209-GLGXVG,M6K,9.0,Davenport
1812731,STR-2209-GTMXVH,M6R,4.0,Parkdale-High Park
1812732,STR-2209-HBTXVJ,M1K,20.0,Scarborough Southwest
1812733,STR-2209-HJZXVK,M5V,10.0,Spadina-Fort York
1812734,STR-2209-HSGXVL,M5V,10.0,Spadina-Fort York
1812735,STR-2209-HZMXVM,M5V,10.0,Spadina-Fort York
1812736,STR-2209-FFXKVB,M4W,11.0,University-Rosedale
1812737,STR-2209-FPDKVC,M4W,11.0,University-Rosedale
1812738,STR-2209-FWKKVD,M8Z,3.0,Etobicoke-Lakeshore
1812739,STR-2209-GDRKVF,M5A,10.0,Spadina-Fort York
1812740,STR-2209-GLXKVG,M6K,10.0,Spadina-Fort York
1812741,STR-2209-GVDKVH,M9A,3.0,Etobicoke-Lakeshore
1812742,STR-2209-HCKKVJ,M5J,10.0,Spadina-Fort York
1812743,STR-2209-HKRKVK,M6K,4.0,Parkdale-High Park
1812744,STR-2209-HSXKVL,M4C,19.0,Beaches-East York
1812745,STR-2209-JBDKVM,M1T,22.0,Scarborough-Agincourt
1812746,STR-2209-FPTXVC,M4K,14.0,Toronto-Danforth
1812747,STR-2209-FWZXVD,M4Y,13.0,Toronto Centre
1812748,STR-2209-GFGXVF,M5A,13.0,Toronto Centre
1812749,STR-2209-GMMXVG,M5V,10.0,Spadina-Fort York
1812750,STR-2209-GVTXVH,M5J,10.0,Spadina-Fort York
1812751,STR-2209-HCZXVJ,M4S,15.0,Don Valley West
1812752,STR-2209-HLGXVK,M1R,21.0,Scarborough Centre
1812753,STR-2209-HTMXVL,M5V,10.0,Spadina-Fort York
1812754,STR-2209-JBTXVM,M2M,18.0,Willowdale
1812755,STR-2209-FHDKVB,M6K,10.0,Spadina-Fort York
1812756,STR-2209-FQKKVC,M8Z,3.0,Etobicoke-Lakeshore
1812757,STR-2209-FXRKVD,M2N,18.0,Willowdale
1812758,STR-2209-GFXKVF,M5V,10.0,Spadina-Fort York
1812759,STR-2209-GPDKVG,M5V,10.0,Spadina-Fort York
1812760,STR-2209-HDRKVJ,M2J,17.0,Don Valley North
1812761,STR-2209-HLXKVK,M4T,12.0,Toronto-St. Paul's
1812762,STR-2209-JCKKVM,M1B,25.0,Scarborough-Rouge Park
1812763,STR-2209-FHTXVB,M1E,25.0,Scarborough-Rouge Park
1812764,STR-2209-FQZXVC,M4L,19.0,Beaches-East York
1812765,STR-2209-GGMXVF,M9N,5.0,York South-Weston
1812766,STR-2209-GPTXVG,M5V,10.0,Spadina-Fort York
1812767,STR-2209-GWZXVH,M8W,3.0,Etobicoke-Lakeshore
1812768,STR-2209-HFGXVJ,M6C,12.0,Toronto-St. Paul's
1812769,STR-2209-HMMXVK,M5T,11.0,University-Rosedale
1812770,STR-2209-HVTXVL,M5V,10.0,Spadina-Fort York
1812771,STR-2209-JCZXVM,M5A,13.0,Toronto Centre
1812772,STR-2209-FJKKVB,M5B,13.0,Toronto Centre
1812773,STR-2209-GHDKVF,M9C,2.0,Etobicoke Centre
1812774,STR-2209-GQKKVG,M2N,18.0,Willowdale
1812775,STR-2209-GXRKVH,M5V,10.0,Spadina-Fort York
1812776,STR-2209-HFXKVJ,M6M,5.0,York South-Weston
1812777,STR-2209-HPDKVK,M5V,10.0,Spadina-Fort York
1812778,STR-2209-HWKKVL,M6N,5.0,York South-Weston
1812779,STR-2209-JDRKVM,M2M,18.0,Willowdale
1812780,STR-2209-FJZXVB,M5V,10.0,Spadina-Fort York
1812781,STR-2209-FZMXVD,M6J,9.0,Davenport
1812782,STR-2209-GQZXVG,M9N,5.0,York South-Weston
1812783,STR-2209-HGMXVJ,M5V,10.0,Spadina-Fort York
1812784,STR-2209-HPTXVK,M5A,13.0,Toronto Centre
1812785,STR-2209-HWZXVL,M8Y,3.0,Etobicoke-Lakeshore
1812786,STR-2209-JFGXVM,M6G,11.0,University-Rosedale
1812787,STR-2209-FKRKVB,M4L,14.0,Toronto-Danforth
1812788,STR-2209-FSXKVC,M5R,11.0,University-Rosedale
1812789,STR-2209-GJKKVF,M6K,10.0,Spadina-Fort York
1812790,STR-2209-GRRKVG,M6L,5.0,York South-Weston
1812791,STR-2209-HQKKVK,M6H,9.0,Davenport
1812792,STR-2209-HXRKVL,M4L,19.0,Beaches-East York
1812793,STR-2209-JFXKVM,M9R,1.0,Etobicoke North
1812794,STR-2209-FLGXVB,M4V,12.0,Toronto-St. Paul's
1812795,STR-2209-FTMXVC,M5A,13.0,Toronto Centre
1812796,STR-2209-GBTXVD,M5R,11.0,University-Rosedale
1812797,STR-2209-GJZXVF,M5V,10.0,Spadina-Fort York
1812798,STR-2209-GSGXVG,M8Y,3.0,Etobicoke-Lakeshore
1812799,STR-2209-GZMXVH,M4P,12.0,Toronto-St. Paul's
1812800,STR-2209-HHTXVJ,M5V,10.0,Spadina-Fort York
1812801,STR-2209-HQZXVK,M4M,14.0,Toronto-Danforth
1812802,STR-2209-HYGXVL,M4L,14.0,Toronto-Danforth
1812803,STR-2209-JGMXVM,M5V,10.0,Spadina-Fort York
1812804,STR-2209-FDSRVB,M9N,5.0,York South-Weston
1812805,STR-2209-FLYRVC,M6H,9.0,Davenport
1812806,STR-2209-GCLRVF,M8W,3.0,Etobicoke-Lakeshore
1812807,STR-2209-GSYRVH,M6K,4.0,Parkdale-High Park
1812808,STR-2209-HBFRVJ,M3H,6.0,York Centre
1812809,STR-2209-HJLRVK,M2M,18.0,Willowdale
1812810,STR-2209-HRSRVL,M6G,11.0,University-Rosedale
